"naics","business","month","sales_millions","ordering"
"44812","Women's clothing stores",2012 Sep,3339,38
"44812","Women's clothing stores",2012 Oct,3482,38
"44812","Women's clothing stores",2012 Nov,3823,38
"44812","Women's clothing stores",2012 Dec,4693,38
"45111","Sporting goods stores",2012 Jan,2505,44
"45111","Sporting goods stores",2012 Feb,2723,44
"45111","Sporting goods stores",2012 Mar,3607,44
"45111","Sporting goods stores",2012 Apr,3304,44
"45111","Sporting goods stores",2012 May,3455,44
"45111","Sporting goods stores",2012 Jun,3829,44
"45111","Sporting goods stores",2012 Jul,3551,44
"45111","Sporting goods stores",2012 Aug,3969,44
"45111","Sporting goods stores",2012 Sep,3161,44
"45111","Sporting goods stores",2012 Oct,2959,44
"45111","Sporting goods stores",2012 Nov,3478,44
"45111","Sporting goods stores",2012 Dec,5601,44
"443141","Household appliance stores",2013 Jan,1241,22
"443141","Household appliance stores",2013 Feb,1291,22
"443141","Household appliance stores",2013 Mar,1380,22
"443141","Household appliance stores",2013 Apr,1310,22
"443141","Household appliance stores",2013 May,1481,22
"443141","Household appliance stores",2013 Jun,1407,22
"443141","Household appliance stores",2013 Jul,1498,22
"443141","Household appliance stores",2013 Aug,1476,22
"443141","Household appliance stores",2013 Sep,1408,22
"443141","Household appliance stores",2013 Oct,1449,22
"443141","Household appliance stores",2013 Nov,1606,22
"443141","Household appliance stores",2013 Dec,1644,22
"44412","Paint and wallpaper stores",2013 Jan,659,26
"44412","Paint and wallpaper stores",2013 Feb,624,26
"44412","Paint and wallpaper stores",2013 Mar,738,26
"44412","Paint and wallpaper stores",2013 Apr,833,26
"44412","Paint and wallpaper stores",2013 May,906,26
"44412","Paint and wallpaper stores",2013 Jun,863,26
"44412","Paint and wallpaper stores",2013 Jul,922,26
"44412","Paint and wallpaper stores",2013 Aug,936,26
"44412","Paint and wallpaper stores",2013 Sep,823,26
"44412","Paint and wallpaper stores",2013 Oct,835,26
"44412","Paint and wallpaper stores",2013 Nov,684,26
"44412","Paint and wallpaper stores",2013 Dec,596,26
"44812","Women's clothing stores",2013 Jan,2661,38
"44812","Women's clothing stores",2013 Feb,2801,38
"44812","Women's clothing stores",2013 Mar,3726,38
"44812","Women's clothing stores",2013 Apr,3503,38
"44812","Women's clothing stores",2013 May,3733,38
"44812","Women's clothing stores",2013 Jun,3261,38
"44812","Women's clothing stores",2013 Jul,3171,38
"44812","Women's clothing stores",2013 Aug,3469,38
"44812","Women's clothing stores",2013 Sep,3277,38
"44812","Women's clothing stores",2013 Oct,3497,38
"44812","Women's clothing stores",2013 Nov,3808,38
"44812","Women's clothing stores",2013 Dec,4720,38
"45111","Sporting goods stores",2013 Jan,3070,44
"45111","Sporting goods stores",2013 Feb,3016,44
"45111","Sporting goods stores",2013 Mar,3830,44
"45111","Sporting goods stores",2013 Apr,3427,44
"45111","Sporting goods stores",2013 May,3657,44
"45111","Sporting goods stores",2013 Jun,3954,44
"45111","Sporting goods stores",2013 Jul,3818,44
"45111","Sporting goods stores",2013 Aug,4159,44
"45111","Sporting goods stores",2013 Sep,3230,44
"45111","Sporting goods stores",2013 Oct,3161,44
"45111","Sporting goods stores",2013 Nov,3749,44
"45111","Sporting goods stores",2013 Dec,5515,44
"443141","Household appliance stores",2014 Jan,1261,22
"443141","Household appliance stores",2014 Feb,1275,22
"443141","Household appliance stores",2014 Mar,1405,22
"443141","Household appliance stores",2014 Apr,1294,22
"443141","Household appliance stores",2014 May,1444,22
"443141","Household appliance stores",2014 Jun,1443,22
"443141","Household appliance stores",2014 Jul,1475,22
"443141","Household appliance stores",2014 Aug,1461,22
"443141","Household appliance stores",2014 Sep,1445,22
"443141","Household appliance stores",2014 Oct,1458,22
"443141","Household appliance stores",2014 Nov,1602,22
"443141","Household appliance stores",2014 Dec,1632,22
"44412","Paint and wallpaper stores",2014 Jan,626,26
"44412","Paint and wallpaper stores",2014 Feb,620,26
"44412","Paint and wallpaper stores",2014 Mar,796,26
"44412","Paint and wallpaper stores",2014 Apr,895,26
"44412","Paint and wallpaper stores",2014 May,963,26
"44412","Paint and wallpaper stores",2014 Jun,973,26
"44412","Paint and wallpaper stores",2014 Jul,1042,26
"44412","Paint and wallpaper stores",2014 Aug,981,26
"44412","Paint and wallpaper stores",2014 Sep,964,26
"44412","Paint and wallpaper stores",2014 Oct,947,26
"44412","Paint and wallpaper stores",2014 Nov,725,26
"44412","Paint and wallpaper stores",2014 Dec,701,26
"44812","Women's clothing stores",2014 Jan,2452,38
"44812","Women's clothing stores",2014 Feb,2802,38
"44812","Women's clothing stores",2014 Mar,3521,38
"44812","Women's clothing stores",2014 Apr,3575,38
"44812","Women's clothing stores",2014 May,3743,38
"44812","Women's clothing stores",2014 Jun,3157,38
"44812","Women's clothing stores",2014 Jul,3152,38
"44812","Women's clothing stores",2014 Aug,3426,38
"44812","Women's clothing stores",2014 Sep,3221,38
"44812","Women's clothing stores",2014 Oct,3458,38
"44812","Women's clothing stores",2014 Nov,3830,38
"44812","Women's clothing stores",2014 Dec,4919,38
"45111","Sporting goods stores",2014 Jan,2722,44
"45111","Sporting goods stores",2014 Feb,2802,44
"45111","Sporting goods stores",2014 Mar,3551,44
"45111","Sporting goods stores",2014 Apr,3518,44
"45111","Sporting goods stores",2014 May,3679,44
"45111","Sporting goods stores",2014 Jun,3932,44
"45111","Sporting goods stores",2014 Jul,3840,44
"45111","Sporting goods stores",2014 Aug,4384,44
"45111","Sporting goods stores",2014 Sep,3517,44
"45111","Sporting goods stores",2014 Oct,3433,44
"45111","Sporting goods stores",2014 Nov,3899,44
"45111","Sporting goods stores",2014 Dec,5836,44
"443141","Household appliance stores",2015 Jan,1271,22
"443141","Household appliance stores",2015 Feb,1248,22
"443141","Household appliance stores",2015 Mar,1414,22
"443141","Household appliance stores",2015 Apr,1335,22
"443141","Household appliance stores",2015 May,1513,22
"443141","Household appliance stores",2015 Jun,1524,22
"443141","Household appliance stores",2015 Jul,1537,22
"443141","Household appliance stores",2015 Aug,1430,22
"443141","Household appliance stores",2015 Sep,1463,22
"443141","Household appliance stores",2015 Oct,1396,22
"443141","Household appliance stores",2015 Nov,1549,22
"443141","Household appliance stores",2015 Dec,1603,22
"44412","Paint and wallpaper stores",2015 Jan,686,26
"44412","Paint and wallpaper stores",2015 Feb,670,26
"44412","Paint and wallpaper stores",2015 Mar,860,26
"44412","Paint and wallpaper stores",2015 Apr,926,26
"44412","Paint and wallpaper stores",2015 May,947,26
"44412","Paint and wallpaper stores",2015 Jun,1048,26
"44412","Paint and wallpaper stores",2015 Jul,1046,26
"44412","Paint and wallpaper stores",2015 Aug,995,26
"44412","Paint and wallpaper stores",2015 Sep,979,26
"44412","Paint and wallpaper stores",2015 Oct,950,26
"44412","Paint and wallpaper stores",2015 Nov,767,26
"44412","Paint and wallpaper stores",2015 Dec,731,26
"44812","Women's clothing stores",2015 Jan,2503,38
"44812","Women's clothing stores",2015 Feb,2753,38
"44812","Women's clothing stores",2015 Mar,3495,38
"44812","Women's clothing stores",2015 Apr,3421,38
"44812","Women's clothing stores",2015 May,3699,38
"44812","Women's clothing stores",2015 Jun,3196,38
"44812","Women's clothing stores",2015 Jul,3157,38
"44812","Women's clothing stores",2015 Aug,3357,38
"44812","Women's clothing stores",2015 Sep,3115,38
"44812","Women's clothing stores",2015 Oct,3435,38
"44812","Women's clothing stores",2015 Nov,3631,38
"44812","Women's clothing stores",2015 Dec,4830,38
"45111","Sporting goods stores",2015 Jan,2871,44
"45111","Sporting goods stores",2015 Feb,2864,44
"45111","Sporting goods stores",2015 Mar,3735,44
"45111","Sporting goods stores",2015 Apr,3617,44
"45111","Sporting goods stores",2015 May,3878,44
"45111","Sporting goods stores",2015 Jun,4152,44
"45111","Sporting goods stores",2015 Jul,4158,44
"45111","Sporting goods stores",2015 Aug,4389,44
"45111","Sporting goods stores",2015 Sep,3699,44
"45111","Sporting goods stores",2015 Oct,3470,44
"45111","Sporting goods stores",2015 Nov,3881,44
"45111","Sporting goods stores",2015 Dec,6217,44
"443141","Household appliance stores",2016 Jan,1242,22
"443141","Household appliance stores",2016 Feb,1344,22
"443141","Household appliance stores",2016 Mar,1407,22
"443141","Household appliance stores",2016 Apr,1331,22
"443141","Household appliance stores",2016 May,1460,22
"443141","Household appliance stores",2016 Jun,1542,22
"443141","Household appliance stores",2016 Jul,1497,22
"443141","Household appliance stores",2016 Aug,1504,22
"443141","Household appliance stores",2016 Sep,1515,22
"443141","Household appliance stores",2016 Oct,1393,22
"443141","Household appliance stores",2016 Nov,1644,22
"443141","Household appliance stores",2016 Dec,1630,22
"44412","Paint and wallpaper stores",2016 Jan,677,26
"44412","Paint and wallpaper stores",2016 Feb,755,26
"44412","Paint and wallpaper stores",2016 Mar,930,26
"44412","Paint and wallpaper stores",2016 Apr,943,26
"44412","Paint and wallpaper stores",2016 May,981,26
"44412","Paint and wallpaper stores",2016 Jun,1087,26
"44412","Paint and wallpaper stores",2016 Jul,998,26
"44412","Paint and wallpaper stores",2016 Aug,1064,26
"44412","Paint and wallpaper stores",2016 Sep,998,26
"44412","Paint and wallpaper stores",2016 Oct,944,26
"44412","Paint and wallpaper stores",2016 Nov,845,26
"44412","Paint and wallpaper stores",2016 Dec,752,26
"44812","Women's clothing stores",2016 Jan,2444,38
"44812","Women's clothing stores",2016 Feb,2903,38
"44812","Women's clothing stores",2016 Mar,3612,38
"44812","Women's clothing stores",2016 Apr,3476,38
"44812","Women's clothing stores",2016 May,3560,38
"44812","Women's clothing stores",2016 Jun,3198,38
"44812","Women's clothing stores",2016 Jul,3097,38
"44812","Women's clothing stores",2016 Aug,3338,38
"44812","Women's clothing stores",2016 Sep,3118,38
"44812","Women's clothing stores",2016 Oct,3215,38
"44812","Women's clothing stores",2016 Nov,3646,38
"44812","Women's clothing stores",2016 Dec,4616,38
"45111","Sporting goods stores",2016 Jan,3106,44
"45111","Sporting goods stores",2016 Feb,3237,44
"45111","Sporting goods stores",2016 Mar,4076,44
"45111","Sporting goods stores",2016 Apr,3794,44
"45111","Sporting goods stores",2016 May,3942,44
"45111","Sporting goods stores",2016 Jun,4635,44
"45111","Sporting goods stores",2016 Jul,4318,44
"45111","Sporting goods stores",2016 Aug,4307,44
"45111","Sporting goods stores",2016 Sep,3591,44
"45111","Sporting goods stores",2016 Oct,3400,44
"45111","Sporting goods stores",2016 Nov,3877,44
"45111","Sporting goods stores",2016 Dec,5848,44
"443141","Household appliance stores",2017 Jan,1300,22
"443141","Household appliance stores",2017 Feb,1288,22
"443141","Household appliance stores",2017 Mar,1491,22
"443141","Household appliance stores",2017 Apr,1349,22
"443141","Household appliance stores",2017 May,1452,22
"443141","Household appliance stores",2017 Jun,1447,22
"443141","Household appliance stores",2017 Jul,1396,22
"443141","Household appliance stores",2017 Aug,1388,22
"443141","Household appliance stores",2017 Sep,1386,22
"443141","Household appliance stores",2017 Oct,1361,22
"443141","Household appliance stores",2017 Nov,1514,22
"443141","Household appliance stores",2017 Dec,1434,22
"44412","Paint and wallpaper stores",2017 Jan,746,26
"44412","Paint and wallpaper stores",2017 Feb,772,26
"44412","Paint and wallpaper stores",2017 Mar,977,26
"44412","Paint and wallpaper stores",2017 Apr,935,26
"44412","Paint and wallpaper stores",2017 May,1082,26
"44412","Paint and wallpaper stores",2017 Jun,1114,26
"44412","Paint and wallpaper stores",2017 Jul,1044,26
"44412","Paint and wallpaper stores",2017 Aug,1123,26
"44412","Paint and wallpaper stores",2017 Sep,1016,26
"44412","Paint and wallpaper stores",2017 Oct,1040,26
"44412","Paint and wallpaper stores",2017 Nov,898,26
"44412","Paint and wallpaper stores",2017 Dec,789,26
"44812","Women's clothing stores",2017 Jan,2380,38
"44812","Women's clothing stores",2017 Feb,2676,38
"44812","Women's clothing stores",2017 Mar,3370,38
"44812","Women's clothing stores",2017 Apr,3498,38
"44812","Women's clothing stores",2017 May,3487,38
"44812","Women's clothing stores",2017 Jun,3218,38
"44812","Women's clothing stores",2017 Jul,3080,38
"44812","Women's clothing stores",2017 Aug,3169,38
"44812","Women's clothing stores",2017 Sep,3003,38
"44812","Women's clothing stores",2017 Oct,3175,38
"44812","Women's clothing stores",2017 Nov,3635,38
"44812","Women's clothing stores",2017 Dec,4521,38
"45111","Sporting goods stores",2017 Jan,2963,44
"45111","Sporting goods stores",2017 Feb,3038,44
"45111","Sporting goods stores",2017 Mar,3792,44
"45111","Sporting goods stores",2017 Apr,3654,44
"45111","Sporting goods stores",2017 May,3811,44
"45111","Sporting goods stores",2017 Jun,4115,44
"45111","Sporting goods stores",2017 Jul,3919,44
"45111","Sporting goods stores",2017 Aug,4225,44
"45111","Sporting goods stores",2017 Sep,3567,44
"45111","Sporting goods stores",2017 Oct,3393,44
"45111","Sporting goods stores",2017 Nov,3984,44
"45111","Sporting goods stores",2017 Dec,5504,44
"443141","Household appliance stores",2018 Jan,1230,22
"443141","Household appliance stores",2018 Feb,1225,22
"443141","Household appliance stores",2018 Mar,1421,22
"443141","Household appliance stores",2018 Apr,1322,22
"443141","Household appliance stores",2018 May,1506,22
"443141","Household appliance stores",2018 Jun,1489,22
"443141","Household appliance stores",2018 Jul,1473,22
"443141","Household appliance stores",2018 Aug,1530,22
"443141","Household appliance stores",2018 Sep,1356,22
"443141","Household appliance stores",2018 Oct,1425,22
"443141","Household appliance stores",2018 Nov,1543,22
"443141","Household appliance stores",2018 Dec,1416,22
"44412","Paint and wallpaper stores",2018 Jan,804,26
"44412","Paint and wallpaper stores",2018 Feb,823,26
"44412","Paint and wallpaper stores",2018 Mar,996,26
"44412","Paint and wallpaper stores",2018 Apr,1017,26
"44412","Paint and wallpaper stores",2018 May,1153,26
"44412","Paint and wallpaper stores",2018 Jun,1173,26
"44412","Paint and wallpaper stores",2018 Jul,1149,26
"44412","Paint and wallpaper stores",2018 Aug,1193,26
"44412","Paint and wallpaper stores",2018 Sep,1037,26
"44412","Paint and wallpaper stores",2018 Oct,1134,26
"44412","Paint and wallpaper stores",2018 Nov,925,26
"44412","Paint and wallpaper stores",2018 Dec,804,26
"44812","Women's clothing stores",2018 Jan,2320,38
"44812","Women's clothing stores",2018 Feb,2642,38
"44812","Women's clothing stores",2018 Mar,3439,38
"44812","Women's clothing stores",2018 Apr,3328,38
"44812","Women's clothing stores",2018 May,3787,38
"44812","Women's clothing stores",2018 Jun,3232,38
"44812","Women's clothing stores",2018 Jul,3090,38
"44812","Women's clothing stores",2018 Aug,3257,38
"44812","Women's clothing stores",2018 Sep,3060,38
"44812","Women's clothing stores",2018 Oct,3363,38
"44812","Women's clothing stores",2018 Nov,3982,38
"44812","Women's clothing stores",2018 Dec,4398,38
"45111","Sporting goods stores",2018 Jan,2784,44
"45111","Sporting goods stores",2018 Feb,3036,44
"45111","Sporting goods stores",2018 Mar,3800,44
"45111","Sporting goods stores",2018 Apr,3543,44
"45111","Sporting goods stores",2018 May,3794,44
"45111","Sporting goods stores",2018 Jun,4078,44
"45111","Sporting goods stores",2018 Jul,3860,44
"45111","Sporting goods stores",2018 Aug,4072,44
"45111","Sporting goods stores",2018 Sep,3141,44
"45111","Sporting goods stores",2018 Oct,3207,44
"45111","Sporting goods stores",2018 Nov,3691,44
"45111","Sporting goods stores",2018 Dec,5011,44
"443141","Household appliance stores",2019 Jan,1221,22
"443141","Household appliance stores",2019 Feb,1202,22
"443141","Household appliance stores",2019 Mar,1364,22
"443141","Household appliance stores",2019 Apr,1340,22
"443141","Household appliance stores",2019 May,1506,22
"443141","Household appliance stores",2019 Jun,1432,22
"443141","Household appliance stores",2019 Jul,1558,22
"443141","Household appliance stores",2019 Aug,1500,22
"443141","Household appliance stores",2019 Sep,1384,22
"443141","Household appliance stores",2019 Oct,1435,22
"443141","Household appliance stores",2019 Nov,1525,22
"443141","Household appliance stores",2019 Dec,1443,22
"44412","Paint and wallpaper stores",2019 Jan,897,26
"44412","Paint and wallpaper stores",2019 Feb,844,26
"44412","Paint and wallpaper stores",2019 Mar,1011,26
"44412","Paint and wallpaper stores",2019 Apr,966,26
"44412","Paint and wallpaper stores",2019 May,1174,26
"44412","Paint and wallpaper stores",2019 Jun,1158,26
"44412","Paint and wallpaper stores",2019 Jul,1235,26
"44412","Paint and wallpaper stores",2019 Aug,1248,26
"44412","Paint and wallpaper stores",2019 Sep,1147,26
"44412","Paint and wallpaper stores",2019 Oct,1166,26
"44412","Paint and wallpaper stores",2019 Nov,951,26
"44412","Paint and wallpaper stores",2019 Dec,847,26
"44812","Women's clothing stores",2019 Jan,2350,38
"44812","Women's clothing stores",2019 Feb,2509,38
"44812","Women's clothing stores",2019 Mar,3350,38
"44812","Women's clothing stores",2019 Apr,3344,38
"44812","Women's clothing stores",2019 May,3568,38
"44812","Women's clothing stores",2019 Jun,3046,38
"44812","Women's clothing stores",2019 Jul,3034,38
"44812","Women's clothing stores",2019 Aug,3102,38
"44812","Women's clothing stores",2019 Sep,2882,38
"44812","Women's clothing stores",2019 Oct,3194,38
"44812","Women's clothing stores",2019 Nov,3628,38
"44812","Women's clothing stores",2019 Dec,4355,38
"45111","Sporting goods stores",2019 Jan,2743,44
"45111","Sporting goods stores",2019 Feb,2837,44
"45111","Sporting goods stores",2019 Mar,3650,44
"45111","Sporting goods stores",2019 Apr,3629,44
"45111","Sporting goods stores",2019 May,3776,44
"45111","Sporting goods stores",2019 Jun,4111,44
"45111","Sporting goods stores",2019 Jul,4080,44
"45111","Sporting goods stores",2019 Aug,4311,44
"45111","Sporting goods stores",2019 Sep,3355,44
"45111","Sporting goods stores",2019 Oct,3474,44
"45111","Sporting goods stores",2019 Nov,3771,44
"45111","Sporting goods stores",2019 Dec,5258,44
"443141","Household appliance stores",2020 Jan,1243,22
"443141","Household appliance stores",2020 Feb,1243,22
"443141","Household appliance stores",2020 Mar,1288,22
"443141","Household appliance stores",2020 Apr,1129,22
"443141","Household appliance stores",2020 May,1439,22
"443141","Household appliance stores",2020 Jun,1677,22
"443141","Household appliance stores",2020 Jul,1722,22
"443141","Household appliance stores",2020 Aug,1734,22
"443141","Household appliance stores",2020 Sep,1648,22
"443141","Household appliance stores",2020 Oct,1698,22
"443141","Household appliance stores",2020 Nov,1677,22
"443141","Household appliance stores",2020 Dec,1731,22
"44412","Paint and wallpaper stores",2020 Jan,952,26
"44412","Paint and wallpaper stores",2020 Feb,950,26
"44412","Paint and wallpaper stores",2020 Mar,1125,26
"44412","Paint and wallpaper stores",2020 Apr,988,26
"44412","Paint and wallpaper stores",2020 May,1143,26
"44412","Paint and wallpaper stores",2020 Jun,1302,26
"44412","Paint and wallpaper stores",2020 Jul,1341,26
"44412","Paint and wallpaper stores",2020 Aug,1286,26
"44412","Paint and wallpaper stores",2020 Sep,1298,26
"44412","Paint and wallpaper stores",2020 Oct,1282,26
"44412","Paint and wallpaper stores",2020 Nov,1075,26
"44412","Paint and wallpaper stores",2020 Dec,1004,26
"44812","Women's clothing stores",2020 Jan,2436,38
"44812","Women's clothing stores",2020 Feb,2690,38
"44812","Women's clothing stores",2020 Mar,1542,38
"44812","Women's clothing stores",2020 Apr,519,38
"44812","Women's clothing stores",2020 May,1119,38
"44812","Women's clothing stores",2020 Jun,2088,38
"44812","Women's clothing stores",2020 Jul,2509,38
"44812","Women's clothing stores",2020 Aug,2549,38
"44812","Women's clothing stores",2020 Sep,2632,38
"44812","Women's clothing stores",2020 Oct,2788,38
"44812","Women's clothing stores",2020 Nov,2907,38
"44812","Women's clothing stores",2020 Dec,3643,38
"45111","Sporting goods stores",2020 Jan,2937,44
"45111","Sporting goods stores",2020 Feb,3046,44
"45111","Sporting goods stores",2020 Mar,3389,44
"45111","Sporting goods stores",2020 Apr,2557,44
"45111","Sporting goods stores",2020 May,4301,44
"45111","Sporting goods stores",2020 Jun,5763,44
"45111","Sporting goods stores",2020 Jul,5357,44
"45111","Sporting goods stores",2020 Aug,5004,44
"45111","Sporting goods stores",2020 Sep,4646,44
"45111","Sporting goods stores",2020 Oct,4518,44
"45111","Sporting goods stores",2020 Nov,4567,44
"45111","Sporting goods stores",2020 Dec,6648,44
"443141","Household appliance stores",2021 Jan,1597,22
"443141","Household appliance stores",2021 Feb,1459,22
"443141","Household appliance stores",2021 Mar,1913,22
"443141","Household appliance stores",2021 Apr,1809,22
"443141","Household appliance stores",2021 May,1734,22
"443141","Household appliance stores",2021 Jun,1865,22
"443141","Household appliance stores",2021 Jul,1805,22
"443141","Household appliance stores",2021 Aug,1771,22
"443141","Household appliance stores",2021 Sep,1758,22
"443141","Household appliance stores",2021 Oct,1742,22
"443141","Household appliance stores",2021 Nov,1805,22
"443141","Household appliance stores",2021 Dec,1719,22
"44412","Paint and wallpaper stores",2021 Jan,981,26
"44412","Paint and wallpaper stores",2021 Feb,951,26
"44412","Paint and wallpaper stores",2021 Mar,1355,26
"44412","Paint and wallpaper stores",2021 Apr,1354,26
"44412","Paint and wallpaper stores",2021 May,1347,26
"44412","Paint and wallpaper stores",2021 Jun,1415,26
"44412","Paint and wallpaper stores",2021 Jul,1316,26
"44412","Paint and wallpaper stores",2021 Aug,1356,26
"44412","Paint and wallpaper stores",2021 Sep,1325,26
"44412","Paint and wallpaper stores",2021 Oct,1295,26
"44412","Paint and wallpaper stores",2021 Nov,1174,26
"44412","Paint and wallpaper stores",2021 Dec,1074,26
"44812","Women's clothing stores",2021 Jan,2183,38
"44812","Women's clothing stores",2021 Feb,2184,38
"44812","Women's clothing stores",2021 Mar,3309,38
"44812","Women's clothing stores",2021 Apr,3329,38
"44812","Women's clothing stores",2021 May,3596,38
"44812","Women's clothing stores",2021 Jun,3449,38
"44812","Women's clothing stores",2021 Jul,3538,38
"44812","Women's clothing stores",2021 Aug,3319,38
"44812","Women's clothing stores",2021 Sep,3233,38
"44812","Women's clothing stores",2021 Oct,3370,38
"44812","Women's clothing stores",2021 Nov,3922,38
"44812","Women's clothing stores",2021 Dec,4509,38
"45111","Sporting goods stores",2021 Jan,4182,44
"45111","Sporting goods stores",2021 Feb,3692,44
"45111","Sporting goods stores",2021 Mar,5858,44
"45111","Sporting goods stores",2021 Apr,5581,44
"45111","Sporting goods stores",2021 May,5450,44
"45111","Sporting goods stores",2021 Jun,5898,44
"45111","Sporting goods stores",2021 Jul,5517,44
"45111","Sporting goods stores",2021 Aug,5722,44
"45111","Sporting goods stores",2021 Sep,4792,44
"45111","Sporting goods stores",2021 Oct,4823,44
"45111","Sporting goods stores",2021 Nov,5579,44
"45111","Sporting goods stores",2021 Dec,7407,44
"443141","Household appliance stores",2022 Jan,1523,22
"443141","Household appliance stores",2022 Feb,1536,22
"443141","Household appliance stores",2022 Mar,1777,22
"443141","Household appliance stores",2022 Apr,1703,22
"443141","Household appliance stores",2022 May,1762,22
"443141","Household appliance stores",2022 Jun,1786,22
"443141","Household appliance stores",2022 Jul,1698,22
"443141","Household appliance stores",2022 Aug,1801,22
"443141","Household appliance stores",2022 Sep,1633,22
"443141","Household appliance stores",2022 Oct,1624,22
"443141","Household appliance stores",2022 Nov,1730,22
"443141","Household appliance stores",2022 Dec,1643,22
"44412","Paint and wallpaper stores",2022 Jan,1045,26
"44412","Paint and wallpaper stores",2022 Feb,1091,26
"44412","Paint and wallpaper stores",2022 Mar,1416,26
"44412","Paint and wallpaper stores",2022 Apr,1378,26
"44412","Paint and wallpaper stores",2022 May,1486,26
"44412","Paint and wallpaper stores",2022 Jun,1599,26
"44412","Paint and wallpaper stores",2022 Jul,1462,26
"44412","Paint and wallpaper stores",2022 Aug,1585,26
"44412","Paint and wallpaper stores",2022 Sep,1568,26
"44412","Paint and wallpaper stores",2022 Oct,1514,26
"44412","Paint and wallpaper stores",2022 Nov,1293,26
"44412","Paint and wallpaper stores",2022 Dec,1144,26
"44812","Women's clothing stores",2022 Jan,2484,38
"44812","Women's clothing stores",2022 Feb,2813,38
"44812","Women's clothing stores",2022 Mar,3793,38
"44812","Women's clothing stores",2022 Apr,3733,38
"44812","Women's clothing stores",2022 May,3815,38
"44812","Women's clothing stores",2022 Jun,3333,38
"44812","Women's clothing stores",2022 Jul,3305,38
"44812","Women's clothing stores",2022 Aug,3396,38
"44812","Women's clothing stores",2022 Sep,3279,38
"44812","Women's clothing stores",2022 Oct,3339,38
"44812","Women's clothing stores",2022 Nov,3888,38
"44812","Women's clothing stores",2022 Dec,4660,38
"45111","Sporting goods stores",2022 Jan,3886,44
"45111","Sporting goods stores",2022 Feb,4022,44
"45111","Sporting goods stores",2022 Mar,5271,44
"45111","Sporting goods stores",2022 Apr,5228,44
"45111","Sporting goods stores",2022 May,5278,44
"45111","Sporting goods stores",2022 Jun,5949,44
"45111","Sporting goods stores",2022 Jul,5658,44
"45111","Sporting goods stores",2022 Aug,5887,44
"45111","Sporting goods stores",2022 Sep,4953,44
"45111","Sporting goods stores",2022 Oct,4957,44
"45111","Sporting goods stores",2022 Nov,5271,44
"45111","Sporting goods stores",2022 Dec,7385,44
